"Remove","Transaction Id","Organization","Item Code","Item Description","Subinventory Name","Locator Name","Lot Number","Lot Expiry","System OnHand","Unit of Measure","Physical Onhand","Adjustment Item Cost"
"","609988","KDH KCH Dubai Hospital Inventory Organization","MC28330","DYNA KNEE BRACE MEDIO LATERAL STABILISER SMALL[DYNM[1271/SML[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","F14124-0225","31-01-2030","10","EA","0","38.75000"
"","612381","KDH KCH Dubai Hospital Inventory Organization","MC28330","DYNA KNEE BRACE MEDIO LATERAL STABILISER SMALL[DYNM[1271/SML[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","D15424-0924","31-08-2029","5","EA","0","38.75000"
"","602772","KDH KCH Dubai Hospital Inventory Organization","MC28330","DYNA KNEE BRACE MEDIO LATERAL STABILISER SMALL[DYNM[1271/SML[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","K09523-1123","31-10-2028","2","EA","17","38.75000"
"","602766","KDH KCH Dubai Hospital Inventory Organization","MC28331","DYNA KNEE BRACE MEDIO LATERAL STABILISER MEDIUM[DYNM[1271/MED[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","C21224-0424","31-03-2029","3","EA","3","38.75000"
"","597829","KDH KCH Dubai Hospital Inventory Organization","MC28332","DYNA KNEE BRACE MEDIO LATERAL STABILISER LARGE[DYNM[1271/LRG[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","E19224-0824","31-07-2029","15","EA","15","38.75000"
"","597830","KDH KCH Dubai Hospital Inventory Organization","MC28333","DYNA KNEE BRACE MEDIO LATERAL STABILISER XLARGE[DYNM[1271/XL[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","D03524-0424","31-03-2029","10","EA","10","38.75000"
"","595418","KDH KCH Dubai Hospital Inventory Organization","MC28350","DYNA ARM SLING POUCH CHILD[DYNM[1610/CHILD[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","D15724-0624","31-05-2029","5","EA","5","13.75000"
"","595419","KDH KCH Dubai Hospital Inventory Organization","MC28351","DYNA ARM SLING POUCH SMALL[DYNM[1610/SML[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","D07724-0624","31-05-2029","12","EA","0","13.75000"
"","600360","KDH KCH Dubai Hospital Inventory Organization","MC28351","DYNA ARM SLING POUCH SMALL[DYNM[1610/SML[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","B24524-0424","31-03-2029","5","EA","17","13.75000"
"","600353","KDH KCH Dubai Hospital Inventory Organization","MC28352","DYNA ARM SLING POUCH MEDIUM[DYNM[1610/MED[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","A14125-0225","31-01-2030","4","EA","6","13.75000"
"","595411","KDH KCH Dubai Hospital Inventory Organization","MC28353","DYNA ARM SLING POUCH LARGE[DYNM[1610/LRG[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","F15824-0624","31-05-2029","4","EA","0","13.75000"
"","595410","KDH KCH Dubai Hospital Inventory Organization","MC28353","DYNA ARM SLING POUCH LARGE[DYNM[1610/LRG[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","H22524-0125","31-12-2029","3","EA","7","13.75000"
"","600355","KDH KCH Dubai Hospital Inventory Organization","MC28354","DYNA ARM SLING POUCH XLARGE[DYNM[1610/XL[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","A14125-0225","31-01-2030","8","EA","0","13.75000"
"","607591","KDH KCH Dubai Hospital Inventory Organization","MC28354","DYNA ARM SLING POUCH XLARGE[DYNM[1610/XL[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","C11724-0424","31-03-2029","4","EA","14","13.75000"
"","602770","KDH KCH Dubai Hospital Inventory Organization","MC28364","EASYCAST PNEUMATIC WALKER 11 INCH SMALL[DYNM[1273/11/SML[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","D11024-0424","31-05-2029","1","EA","1","300.00000"
"","605147","KDH KCH Dubai Hospital Inventory Organization","MC28366","EASYCAST PNEUMATIC WALKER 11 INCH LARGE[DYNM[01ES-L[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","D11024-0424","31-03-2029","1","EA","0","300.18469"
"","607596","KDH KCH Dubai Hospital Inventory Organization","MC28366","EASYCAST PNEUMATIC WALKER 11 INCH LARGE[DYNM[01ES-L[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","G15224-0824","31-07-2029","1","EA","2","300.18469"
"","612384","KDH KCH Dubai Hospital Inventory Organization","MC28367","EASYCAST PNEUMATIC WALKER 11 INCH XLARGE[DYNM[1273/11/XL[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","D11024-0242","31-03-2029","2","EA","0","300.00000"
"","597839","KDH KCH Dubai Hospital Inventory Organization","MC28367","EASYCAST PNEUMATIC WALKER 11 INCH XLARGE[DYNM[1273/11/XL[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH13102023","30-09-2027","2","EA","4","300.00000"
"","597828","KDH KCH Dubai Hospital Inventory Organization","MC28373","MALLEOGRIP S ANKLE BINDER MEDIUM[DYNM[1209/MED[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","007DBG-0224","31-01-2029","14","EA","14","73.00000"
"","600354","KDH KCH Dubai Hospital Inventory Organization","MC28374","MALLEOGRIP S ANKLE BINDER LARGE[DYNM[1209/LRG[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","010DBG-0924","31-08-2029","5","EA","5","73.00000"
"","602774","KDH KCH Dubai Hospital Inventory Organization","MC28378","V2 NO BREATH MOUTHPIECE FILTER[BEDF[NOBREATH-V2-MP50[BX/50[","DHHMainWHS Main General Warehouse","0.0.0","11042025","31-03-2029","31","EA","50","36.00000"
"","602775","KDH KCH Dubai Hospital Inventory Organization","MC28409","FOLEY BALLOON CATHETER 2WAY PAEDIATRIC 8FR 3-5ML[GRET[GCU200108[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH15072023","01-08-2026","15","EA","0","3.01658"
"","595422","KDH KCH Dubai Hospital Inventory Organization","MC28409","FOLEY BALLOON CATHETER 2WAY PAEDIATRIC 8FR 3-5ML[GRET[GCU200108[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH21414","01-08-2026","3","EA","19","3.01658"
"","595414","KDH KCH Dubai Hospital Inventory Organization","MC28506","KANGAROO EPUMP SET 1000 ML[COVI[777106[BX/30[","DHHMainWHS Main General Warehouse","0.0.0","KCH22F146FHX","22-06-2027","34","EA","34","50.00000"
"","597835","KDH KCH Dubai Hospital Inventory Organization","MC28507","KANGAROO EPUMP ENPLUS 3-IN-1 SET[COVI[777403[BX/30[","DHHMainWHS Main General Warehouse","0.0.0","24J078FHX","10-10-2029","36","EA","36","34.00000"
"","597833","KDH KCH Dubai Hospital Inventory Organization","MC28508","KANGAROO EPUMP ENPLUS 3-IN-1 FEED & FLUSH BAG 1000 ML[COVI[777406[BX/36[","DHHMainWHS Main General Warehouse","0.0.0","24C040FHX","06-03-2029","25","EA","25","50.00000"
"","600356","KDH KCH Dubai Hospital Inventory Organization","MC28511","BIOCATH SUPRAPUBIC CATHETERISATION SET 16FR 10ML[CBRD[561016[BX/5[","DHHMainWHS Main General Warehouse","0.0.0","KCHMYFV1133","31-07-2026","1","EA","1","226.61133"
"","612375","KDH KCH Dubai Hospital Inventory Organization","MC28533","PAMPERS SIZE 1 NEW BABY 2-5KG 21'S PACK[P&G[NO REF#[PK/21[","DHHMainWHS Main General Warehouse","0.0.0","21052025","01-05-2029","462","EA","462","0.86900"
"","602776","KDH KCH Dubai Hospital Inventory Organization","MC28540","STRAIGHT MOUTHPIECE 22FR (35'S BOX)[INTR[1931000[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","32426388","31-12-2029","35","EA","35","5.60000"
"","609984","KDH KCH Dubai Hospital Inventory Organization","MC28545","NIVAIRO MASK ANTI-ASPHYXIATION VALVE VERSION XSMALL[FI&P[RT045XS[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","2102750432","31-08-2026","1","EA","1","160.00000"
"","605150","KDH KCH Dubai Hospital Inventory Organization","MC28548","NIVAIRO MASK ANTI-ASPHYXIATION VALVE VERSION LARGE[FI&P[RT045L[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH2102862986","30-11-2026","4","EA","4","160.00000"
"","600350","KDH KCH Dubai Hospital Inventory Organization","MC28549","COBAN SELF-ADHERENT WRAP NON-STERILE TAN 50 MM X 4.5 M[3M[1582[BX/36[","DHHMainWHS Main General Warehouse","0.0.0","106798144","14-03-2029","24","EA","24","10.75000"
"","607595","KDH KCH Dubai Hospital Inventory Organization","MC28551","NEOTECH MECONIUM ASPIRATOR CLEAR[NEOT[N0101[BX/40[","DHHMainWHS Main General Warehouse","0.0.0","KCH2021-8053","31-12-2026","9","EA","9","12.00000"
"","605146","KDH KCH Dubai Hospital Inventory Organization","MC28552","BATH SITZ GRAPHITE[MEDL[DYND80102[CS/10[","DHHMainWHS Main General Warehouse","0.0.0","10032025","10-03-2035","3","EA","3","9.50001"
"","607592","KDH KCH Dubai Hospital Inventory Organization","MC28559","SUCTION CONNECTING TUBE 7MM X 3.6 METER SINGLE USE[MTCH[200956[PK/1[","DHHMainWHS Main General Warehouse","0.0.0","N/A","01-01-3000","35","EA","0","2.75000"
"","612378","KDH KCH Dubai Hospital Inventory Organization","MC28559","SUCTION CONNECTING TUBE 7MM X 3.6 METER SINGLE USE[MTCH[200956[PK/1[","DHHMainWHS Main General Warehouse","0.0.0","03042025","30-04-2029","18","EA","53","2.75000"
"","595421","KDH KCH Dubai Hospital Inventory Organization","MC28569","PLASTIBELL CIRCUMCISION DEVICE 1.1CM 125'S[MABI[9211[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH1I03","01-09-2026","10","EA","10","23.82257"
"","595415","KDH KCH Dubai Hospital Inventory Organization","MC28570","PLASTIBELL CIRCUMCISION DEVICE 1.2CM 125'S[MABI[9212[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","4B02","01-02-2029","10","EA","10","23.99997"
"","597831","KDH KCH Dubai Hospital Inventory Organization","MC28572","PLASTIBELL CIRCUMCISION DEVICE 1.4CM 125'S[MABI[9214[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","3A02","01-01-2028","9","EA","9","23.88735"
"","595420","KDH KCH Dubai Hospital Inventory Organization","MC28573","PLASTIBELL CIRCUMCISION DEVICE 1.5CM 125'S[MABI[9215[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH2C01","01-03-2027","4","EA","4","23.26879"
"","609989","KDH KCH Dubai Hospital Inventory Organization","MC28574","PLASTIBELL CIRCUMCISION DEVICE 1.7CM 125'S[MABI[9217[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","4A01","01-01-2029","10","EA","10","22.75856"
"","605149","KDH KCH Dubai Hospital Inventory Organization","MC28611","SENSURA CLICK STANDARD BASEPLATE SUPPORT XPRO 60 MM (5'S BOX)[COLO[10035[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","10174692","17-09-2027","5","EA","5","18.60000"
"","607593","KDH KCH Dubai Hospital Inventory Organization","MC28621","NEOXINAL 0.05% CHLORHEXIDINE GLUCONATE CUTANEOUS SOLN 25ML SACHET[FTHR[[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","P0545B","31-05-2026","5","EA","5","3.00000"
"","612379","KDH KCH Dubai Hospital Inventory Organization","MC28682","BRAVA MOULDABLE RING 4.2MM[COLO[12042[BX/30[","DHHMainWHS Main General Warehouse","0.0.0","KCH9599863","30-01-2027","60","EA","60","8.60000"
"","597837","KDH KCH Dubai Hospital Inventory Organization","MC28683","BRAVA BARRIER CREAM 60ML[COLO[120005[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH90444211","31-03-2026","4","EA","8","20.00000"
"","612380","KDH KCH Dubai Hospital Inventory Organization","MC28683","BRAVA BARRIER CREAM 60ML[COLO[120005[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH9044211","31-03-2026","4","EA","0","20.00000"
"","612382","KDH KCH Dubai Hospital Inventory Organization","MC28734","THD LIGHT-SCOPE PROCTO HRA 25 X 112 MM[THDL[800191[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","048623D","31-12-2028","9","EA","9","219.45742"
"","609990","KDH KCH Dubai Hospital Inventory Organization","MC28737","POLYURETHANE ENTERAL FEEDING TUBE 6FR 40CM[VYGO[1310.06[CS/25[","DHHMainWHS Main General Warehouse","0.0.0","160125PB","16-01-2030","25","EA","0","49.00000"
"","597838","KDH KCH Dubai Hospital Inventory Organization","MC28737","POLYURETHANE ENTERAL FEEDING TUBE 6FR 40CM[VYGO[1310.06[CS/25[","DHHMainWHS Main General Warehouse","0.0.0","281124PB","28-11-2029","25","EA","50","49.00000"
"","595412","KDH KCH Dubai Hospital Inventory Organization","MC28738","POLYURETHANE ENTERAL FEEDING TUBE 8FR 50CM[VYGO[1310.08[CS/25[","DHHMainWHS Main General Warehouse","0.0.0","270624PB","27-06-2029","25","EA","0","48.99735"
"","602769","KDH KCH Dubai Hospital Inventory Organization","MC28738","POLYURETHANE ENTERAL FEEDING TUBE 8FR 50CM[VYGO[1310.08[CS/25[","DHHMainWHS Main General Warehouse","0.0.0","210524PB","21-05-2029","24","EA","50","48.99735"
"","597834","KDH KCH Dubai Hospital Inventory Organization","MC28782","NELATON CATHETER 10FR[BRMD[NCU06-10[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH20211202","01-12-2026","52","EA","54","1.00000"
"","600361","KDH KCH Dubai Hospital Inventory Organization","MC28785","NELATON CATHETER 16FR[BRMD[NCU06-16[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH20230520","19-05-2028","3","EA","3","1.00000"
"","595416","KDH KCH Dubai Hospital Inventory Organization","MC28786","NELATON CATHETER 18FR[BRMD[NCU06-18[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH20210816","15-08-2026","3","EA","3","1.00000"
"","602771","KDH KCH Dubai Hospital Inventory Organization","MC28817","FLEXI-SEAL FMS COLLECTION BAG 1000ML W/ FILTER (10'S BOX)[CONV[411102[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH1H01101","31-08-2026","10","EA","10","17.56275"
"","595417","KDH KCH Dubai Hospital Inventory Organization","MC28835","ACTIVAC 300ML CANISTER W/ GEL[KCIM[M8275058/10.S[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","C19054V011","30-09-2027","1","EA","1","328.04952"
"","605145","KDH KCH Dubai Hospital Inventory Organization","MC28836","VAC GRANUFOAM SMALL DRESSING CONS[KCIM[M8275051/10.S[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","c15401v011","30-11-2026","2","EA","2","252.00000"
"","597832","KDH KCH Dubai Hospital Inventory Organization","MC28838","VAC GRANUFOAM LARGE DRESSING CONS[KCIM[M8275053/10.S[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","C18231V011","31-07-2027","5","EA","0","386.00000"
"","607594","KDH KCH Dubai Hospital Inventory Organization","MC28838","VAC GRANUFOAM LARGE DRESSING CONS[KCIM[M8275053/10.S[PK/10[","DHHMainWHS Main General Warehouse","0.0.0","C14558V011","30-09-2026","3","EA","8","386.00000"
"","600364","KDH KCH Dubai Hospital Inventory Organization","MC28937","KINESIOLOGY TAPE 5CM X 5 MTR NATURAL 6'S[SISS[162.200[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","3007681","30-09-2026","12","EA","12","40.00000"
"","602781","KDH KCH Dubai Hospital Inventory Organization","MC28939","ANCHORFAST ORAL ENDOTRACHEAL TUBE FASTENER (12'S BOX)[HLTR[97990[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","4F192","01-06-2029","12","EA","12","40.00000"
"","600362","KDH KCH Dubai Hospital Inventory Organization","MC28945","FUHRMAN PLEURAL/PNEUMOPERICARDIAL DRAINAGE SET & TRAY 5FR 15CM[COOK[C-PPD-500-WCE-IMH[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH15829526","30-01-2027","1","EA","1","300.00000"
"","595424","KDH KCH Dubai Hospital Inventory Organization","MC29000","RAPID RHINO INFLATABLE UNILATERAL W/O AIRWAY 5.5CM[SM&N[RR550[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","2155130","08-06-2027","5","EA","3","140.00000"
"","602782","KDH KCH Dubai Hospital Inventory Organization","MC29033","BE FREE MATERNITY PAD PINK 20'S PACK[VEOS[CI05-01[PK/1[","DHHMainWHS Main General Warehouse","0.0.0","15062025","31-05-2028","360","EA","0","0.45000"
"","595427","KDH KCH Dubai Hospital Inventory Organization","MC29033","BE FREE MATERNITY PAD PINK 20'S PACK[VEOS[CI05-01[PK/1[","DHHMainWHS Main General Warehouse","0.0.0","09052025","09-05-2030","260","EA","380","0.45000"
"","595428","KDH KCH Dubai Hospital Inventory Organization","MC29071","PLASTIC APRON HEAVY DUTY WHITE[4MED[NO REF#[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","11102024","11-10-2029","1100","EA","1100","0.20000"
"","600363","KDH KCH Dubai Hospital Inventory Organization","MC29073","SOLUPREP APPLICATOR 2% CHG 70% IPA 35ML[3M[100.24[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","24314","31-10-2027","25","EA","25","39.00000"
"","612385","KDH KCH Dubai Hospital Inventory Organization","MC29074","ECG ELECTRODES EASITABS (100'S PACK)[SKNT[RT34[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","250218-0646","28-02-2028","900","EA","900","0.18000"
"","600365","KDH KCH Dubai Hospital Inventory Organization","MC29105","PAMPERS SIZE 2 SMALL 3-8KG 23'S PACK[P&G[NO REF#[PK/23[","DHHMainWHS Main General Warehouse","0.0.0","10062025","10-06-2030","92","EA","92","0.71740"
"","602784","KDH KCH Dubai Hospital Inventory Organization","MC29106","PAMPERS SIZE 4 MAXI 9-14KG 16'S PACK[P&G[NO REF#[PK/16[","DHHMainWHS Main General Warehouse","0.0.0","20062025","10-03-2027","64","EA","0","1.00000"
"","597841","KDH KCH Dubai Hospital Inventory Organization","MC29106","PAMPERS SIZE 4 MAXI 9-14KG 16'S PACK[P&G[NO REF#[PK/16[","DHHMainWHS Main General Warehouse","0.0.0","10062025","10-06-2030","48","EA","128","1.00000"
"","600366","KDH KCH Dubai Hospital Inventory Organization","MC29107","PAMPERS SIZE 5 JUNIOR 11-16KG 14'S PACK[P&G[NO REF#[PK/14[","DHHMainWHS Main General Warehouse","0.0.0","12032025","01-01-2029","14","EA","0","1.12946"
"","602783","KDH KCH Dubai Hospital Inventory Organization","MC29107","PAMPERS SIZE 5 JUNIOR 11-16KG 14'S PACK[P&G[NO REF#[PK/14[","DHHMainWHS Main General Warehouse","0.0.0","13062025","13-06-2030","14","EA","28","1.12946"
"","609994","KDH KCH Dubai Hospital Inventory Organization","MC29142","FOLEY BALLOON CATHETER 2WAY PAEDIATRIC 10FR 3-5ML[GRET[GCU200110[BX/10[","DHHMainWHS Main General Warehouse","0.0.0","KCH22715","31-12-2027","18","EA","18","3.00000"
"","605152","KDH KCH Dubai Hospital Inventory Organization","MC29155","TEN20 EEG CONDUCTIVE PASTE 8OZ JAR[WEAV[10-20-8[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","1935","01-06-2027","4","EA","4","100.00000"
"","605156","KDH KCH Dubai Hospital Inventory Organization","MC29161","ATRAC TAIN MOISTURIZER FOR DIABETIC FEET 75ML[COLO[4738[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH8768116","31-08-2025","2","EA","2","34.00000"
"","609995","KDH KCH Dubai Hospital Inventory Organization","MC29192","ATRAUMAN AG 5X5CM[PAUL[499571[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","300101117","01-01-2026","5","EA","5","2.70000"
"","602779","KDH KCH Dubai Hospital Inventory Organization","MC29247","SYRINGE 10ML LUER LOCK[TERU[SS+10L[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","20250104T","31-01-2030","1050","EA","1100","0.52000"
"","600367","KDH KCH Dubai Hospital Inventory Organization","MC29261","ALTECH 3MT GAS SAMPLING LINE 1.2 X 2.8MM (MALE-MALE CONNECTOR)[ALTR[AL-0512[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","1222.0109.23","01-09-2028","35","EA","35","5.00000"
"","600369","KDH KCH Dubai Hospital Inventory Organization","MC29274","COTTON WOOL BALLS STERILE 5'S-PACK X 50'S BAG[SHMD[MCB0012[PK/1[","DHHMainWHS Main General Warehouse","0.0.0","21052025","31-05-2029","200","EA","200","2.50000"
"","607598","KDH KCH Dubai Hospital Inventory Organization","MC29278","DYNA SOFT CERVICAL COLLAR MEDIUM[DYNM[1001/MED[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","L01024-0125","31-12-2029","1","EA","1","18.00000"
"","600368","KDH KCH Dubai Hospital Inventory Organization","MC29303","DISP STANDARD TUBE HOSE 15MM SLEEP STUDY[PHLP[PR15[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","06032025","31-05-2029","6","EA","6","150.00000"
"","597843","KDH KCH Dubai Hospital Inventory Organization","MC29307","CONNECTING TUBES  ADAPTERS AND STOPCOCKS MALE/FUNNEL 6 CM[ARGN[404024000[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","11599604","21-11-2029","5","EA","5","42.00000"
"","602786","KDH KCH Dubai Hospital Inventory Organization","MC29309","DRAINAGE BAGS 600ML DRAINAGE  WITH 80 CM ADJUSTABLE DRAIN TUBE LENGTH[ARGN[DBAG600[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","11591950","08-10-2029","11","EA","11","65.00000"
"","597842","KDH KCH Dubai Hospital Inventory Organization","MC29310","SKATER SINGLE STEP DRAINAGE CATHETER W/LOCKING PIGTAIL 8F X 20 CM  17G TROCAR [ARGN[756508020[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH11366499","13-05-2026","14","EA","14","450.00000"
"","605153","KDH KCH Dubai Hospital Inventory Organization","MC29311","SKATER SINGLE STEP DRAINAGE CATHETER W/LOCKING PIGTAIL 8F X 25 CM  17G TROCAR [ARGN[756508025[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH11364883","12-05-2026","11","EA","11","450.00000"
"","597840","KDH KCH Dubai Hospital Inventory Organization","MC29399","LIFESAVE CPDA-1 SINGLE HUMAN BLOOD BAG 450 ML[EURO[EM-0333[PK/5[","DHHMainWHS Main General Warehouse","0.0.0","21A01101","31-12-2026","12","EA","12","7.00353"
"","605155","KDH KCH Dubai Hospital Inventory Organization","MC29417","PORTEX BLUPERC PERCUTANEOUS DILATION TRACHEOSTOMY CONS 8MM[SMTH[101/561/080[BX/1[","DHHMainWHS Main General Warehouse","0.0.0","4443308","09-01-2027","2","EA","2","899.89333"
"","605157","KDH KCH Dubai Hospital Inventory Organization","MC29423","ROUND SILICONE FACE MASK 42MM PREEMIE 00[MCRY[10-50609[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH2218950609","08-07-2027","10","EA","20","50.00000"
"","609993","KDH KCH Dubai Hospital Inventory Organization","MC29425","ROUND SILICONE FACE MASK 15MM MALE CONNECTOR SIZE 0[MCRY[10-50601[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","2435950601","15-12-2029","20","EA","20","35.00000"
"","602785","KDH KCH Dubai Hospital Inventory Organization","MC29426","ROUND SILICONE FACE MASK 15MM MALE CONNECTOR SIZE 1[MCRY[10-50602[EA/1[","DHHMainWHS Main General Warehouse","0.0.0","250950602","09-01-2030","40","EA","40","35.00000"
"","602780","KDH KCH Dubai Hospital Inventory Organization","MC29444","FLOCARE CONTAINER 0.5 LTR W/ PACK CAP STERILE 10'S[NUTR[35746[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","08908","01-11-2027","43","EA","43","13.49086"
"","609996","KDH KCH Dubai Hospital Inventory Organization","MC29489","CLASSIC DISPOSABLE CONCENTRIC EMG NEEDLE 26G BLUE 0.45 X 37MM 25'S[NIHO[NKD-NM4537 / 0028.014/0028.523[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","2504-03","30-04-2030","25","EA","25","44.00000"
"","595426","KDH KCH Dubai Hospital Inventory Organization","MC29539","RECTAL TUBE STERILE 40CM X 26FR WHITE 75'S[BICA[19926011[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH13800421","16-03-2026","14","EA","14","0.95000"
"","607604","KDH KCH Dubai Hospital Inventory Organization","MC29556","MSD BAND LATEX FREE 45.5 MTR SPECIAL HEAVY BLACK[MSD[01-104506[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","24047","31-01-2029","1","EA","1","365.00000"
"","602788","KDH KCH Dubai Hospital Inventory Organization","MC29585","SCOTCHCAST CONFORMABLE ROLL SPLINT 457 X 5CM[3M[73002/74002Q[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","11268959","12-09-2027","1","EA","2","359.96811"
"","605154","KDH KCH Dubai Hospital Inventory Organization","MC29598","KINESIOLOGY TAPE 5CM X 5 MTR BLUE 6'S[SISS[162.201[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","3007725","31-10-2026","6","EA","6","40.00000"
"","605161","KDH KCH Dubai Hospital Inventory Organization","MC29621","UMBILICAL TAPE STERILE 1/8 X 18 INCH 100'S[DROY[30-409[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH56578557","03-02-2027","6","EA","6","5.95000"
"","595438","KDH KCH Dubai Hospital Inventory Organization","MC29622","UMBILI-CATH DUAL LUMEN SILICONE UMBILICAL CATHETER 3.5FR 5'S[UTAH[4273505[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH1233292","11-03-2029","4","EA","0","146.22000"
"","605163","KDH KCH Dubai Hospital Inventory Organization","MC29622","UMBILI-CATH DUAL LUMEN SILICONE UMBILICAL CATHETER 3.5FR 5'S[UTAH[4273505[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH1210761","04-06-2026","1","EA","3","146.22000"
"","607609","KDH KCH Dubai Hospital Inventory Organization","MC29628","BIS QUATRO ELECTRODE SENSOR ADULT 25'S[COVI[186-0106[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","0629241K","29-12-2025","3","EA","3","90.96726"
"","595425","KDH KCH Dubai Hospital Inventory Organization","MC29645","CELLONA PLASTER OF PARIS SPLINT 20MTR X 10CM[LO&R[25500[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","2426213307","31-05-2029","1","EA","1","224.59994"
"","595429","KDH KCH Dubai Hospital Inventory Organization","MC29665","BONNET THERMIC BIRETTA 50'S[2MIL[PR-000D[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","250130","30-01-2030","250","EA","250","16.00000"
"","607605","KDH KCH Dubai Hospital Inventory Organization","MC29667","FLAT SLIDE SHEET ROYAL BLUE NYLON REUSABLE MEDIUM 100X200CM[4MED[SNR-007[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","09072024","09-07-2028","4","EA","4","95.00000"
"","612386","KDH KCH Dubai Hospital Inventory Organization","MC29668","FLAT SLIDE SHEET ROYAL BLUE NYLON REUSABLE LARGE 140X200CM[4MED[SNR-008[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","11102024","11-10-2029","5","EA","5","115.00000"
"","607599","KDH KCH Dubai Hospital Inventory Organization","MC29695","PLASTALUME PROTECTOR LARGE 12'S[BRWN[10521[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","KCH03082022","31-07-2025","16","EA","48","12.50000"
"","609992","KDH KCH Dubai Hospital Inventory Organization","MC29697","PLASTALUME COTS - FINGER IMMOBILISER MEDIUM 12'S[BRWN[10921[PC/1[","DHHMainWHS Main General Warehouse","0.0.0","05022025","31-10-2028","24","EA","24","12.50000"
